Restaurant ID,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
6317637,1100,Botswana Pula(P),Yes,No,No,3,4.8,Dark Green,Excellent,314
6304287,1200,Botswana Pula(P),Yes,No,No,3,4.5,Dark Green,Excellent,591
6300002,4000,Botswana Pula(P),Yes,No,No,4,4.4,Green,Very Good,270
6318506,1500,Botswana Pula(P),No,No,No,4,4.9,Dark Green,Excellent,365
6314302,1500,Botswana Pula(P),Yes,No,No,4,4.8,Dark Green,Excellent,229
18189371,1000,Botswana Pula(P),No,No,No,3,4.4,Green,Very Good,336
6300781,2000,Botswana Pula(P),Yes,No,No,4,4.0,Green,Very Good,520
6301290,2000,Botswana Pula(P),Yes,No,No,4,4.2,Green,Very Good,677
6300010,6000,Botswana Pula(P),Yes,No,No,4,4.9,Dark Green,Excellent,621
6314987,1100,Botswana Pula(P),Yes,No,No,3,4.8,Dark Green,Excellent,532
6309903,800,Botswana Pula(P),No,No,No,3,4.9,Dark Green,Excellent,1070
6309455,900,Botswana Pula(P),Yes,No,No,3,4.2,Green,Very Good,488
6318433,800,Botswana Pula(P),No,No,No,3,4.8,Dark Green,Excellent,294
6310470,1000,Botswana Pula(P),Yes,No,No,3,4.2,Green,Very Good,458
6314605,700,Botswana Pula(P),No,No,No,3,4.3,Green,Very Good,223
18185059,800,Botswana Pula(P),No,No,No,3,3.6,Yellow,Good,29
18182702,850,Botswana Pula(P),No,No,No,3,4.0,Green,Very Good,72
6318213,1200,Botswana Pula(P),Yes,No,No,3,4.5,Dark Green,Excellent,211
18255654,600,Botswana Pula(P),No,No,No,2,4.5,Dark Green,Excellent,118
6308205,1500,Botswana Pula(P),Yes,No,No,4,4.4,Green,Very Good,392
6315438,3000,Botswana Pula(P),Yes,No,No,4,4.7,Dark Green,Excellent,535
6310406,1800,Botswana Pula(P),Yes,No,No,4,4.5,Dark Green,Excellent,618
6600681,55,Brazilian Real(R$),No,No,No,2,3.0,Orange,Average,6
6601005,30,Brazilian Real(R$),No,No,No,1,3.8,Yellow,Good,9
6600292,45,Brazilian Real(R$),No,No,No,2,3.7,Yellow,Good,11
6600441,60,Brazilian Real(R$),No,No,No,3,3.8,Yellow,Good,11
6600970,50,Brazilian Real(R$),No,No,No,2,3.2,Orange,Average,11
6600379,80,Brazilian Real(R$),No,No,No,3,3.1,Orange,Average,10
6600214,90,Brazilian Real(R$),No,No,No,3,3.7,Yellow,Good,8
6601218,200,Brazilian Real(R$),No,No,No,4,3.7,Yellow,Good,5
6600060,30,Brazilian Real(R$),No,No,No,1,0.0,White,Not rated,2
6600083,150,Brazilian Real(R$),No,No,No,4,4.1,Green,Very Good,12
6601515,100,Brazilian Real(R$),No,No,No,4,3.1,Orange,Average,9
6601361,60,Brazilian Real(R$),No,No,No,3,3.6,Yellow,Good,9
6601602,100,Brazilian Real(R$),No,No,No,4,4.3,Green,Very Good,29
6601589,230,Brazilian Real(R$),No,No,No,4,4.2,Green,Very Good,17
6601862,100,Brazilian Real(R$),No,No,No,4,3.6,Yellow,Good,5
6601595,150,Brazilian Real(R$),No,No,No,4,4.0,Green,Very Good,10
6601158,240,Brazilian Real(R$),No,No,No,4,3.2,Orange,Average,6
6600427,230,Brazilian Real(R$),No,No,No,4,4.9,Dark Green,Excellent,30
6600116,350,Brazilian Real(R$),No,No,No,4,3.3,Orange,Average,8
6601457,50,Brazilian Real(R$),No,No,No,2,3.6,Yellow,Good,9
7303219,140,Brazilian Real(R$),No,No,No,4,4.0,Green,Very Good,7
7304307,100,Brazilian Real(R$),No,No,No,4,4.8,Dark Green,Excellent,29
7301215,60,Brazilian Real(R$),No,No,No,3,4.7,Dark Green,Excellent,24
7300596,90,Brazilian Real(R$),No,No,No,3,4.5,Dark Green,Excellent,29
7300612,170,Brazilian Real(R$),No,No,No,4,4.2,Green,Very Good,11
7300704,60,Brazilian Real(R$),No,No,No,3,4.8,Dark Green,Excellent,19
7300955,100,Brazilian Real(R$),No,No,No,4,4.9,Dark Green,Excellent,40
7300521,90,Brazilian Real(R$),No,No,No,3,4.6,Dark Green,Excellent,21
7300515,120,Brazilian Real(R$),No,No,No,4,4.9,Dark Green,Excellent,49
7300483,170,Brazilian Real(R$),No,No,No,4,4.6,Dark Green,Excellent,21
7301064,90,Brazilian Real(R$),No,No,No,3,4.3,Green,Very Good,14
7304312,150,Brazilian Real(R$),No,No,No,4,4.0,Green,Very Good,5
7300004,250,Brazilian Real(R$),No,No,No,4,4.6,Dark Green,Excellent,25
7300868,120,Brazilian Real(R$),No,No,No,4,4.4,Green,Very Good,13
7302637,40,Brazilian Real(R$),No,No,No,2,4.2,Green,Very Good,7
7302140,250,Brazilian Real(R$),No,No,No,4,4.2,Green,Very Good,8
7305048,70,Brazilian Real(R$),No,No,No,3,0.0,White,Not rated,1
7302898,300,Brazilian Real(R$),No,No,No,4,4.7,Dark Green,Excellent,44
7302859,85,Brazilian Real(R$),No,No,No,3,4.6,Dark Green,Excellent,24
7301700,80,Brazilian Real(R$),No,No,No,3,4.3,Green,Very Good,10
6706313,250,Brazilian Real(R$),No,No,No,4,4.5,Dark Green,Excellent,49
6704326,250,Brazilian Real(R$),No,No,No,4,4.4,Green,Very Good,17
6711179,70,Brazilian Real(R$),No,No,No,3,3.1,Orange,Average,5
6702797,100,Brazilian Real(R$),No,No,No,4,4.1,Green,Very Good,15
6700475,300,Brazilian Real(R$),No,No,No,4,4.8,Dark Green,Excellent,59
6713413,120,Brazilian Real(R$),No,No,No,4,4.6,Dark Green,Excellent,30
6714340,75,Brazilian Real(R$),No,No,No,3,3.9,Yellow,Good,5
6710645,55,Brazilian Real(R$),No,No,No,2,0.0,White,Not rated,0
6700402,200,Brazilian Real(R$),No,No,No,4,3.4,Orange,Average,73
6700846,120,Brazilian Real(R$),No,No,No,4,3.5,Yellow,Good,9
6702159,300,Brazilian Real(R$),No,No,No,4,4.3,Green,Very Good,39
6711666,230,Brazilian Real(R$),No,No,No,4,3.9,Yellow,Good,12
6701257,120,Brazilian Real(R$),No,No,No,4,4.3,Green,Very Good,68
6706211,150,Brazilian Real(R$),No,No,No,4,4.3,Green,Very Good,46
6705858,400,Brazilian Real(R$),No,No,No,4,4.4,Green,Very Good,37
6701419,65,Brazilian Real(R$),No,No,No,3,0.0,White,Not rated,2
6703956,50,Brazilian Real(R$),No,No,No,2,0.0,White,Not rated,2
6709580,100,Brazilian Real(R$),No,No,No,4,4.4,Green,Very Good,22
6703176,70,Brazilian Real(R$),No,No,No,3,4.6,Dark Green,Excellent,58
6713772,120,Brazilian Real(R$),No,No,No,4,4.1,Green,Very Good,11
17284404,25,Dollar($),No,No,No,2,3.3,Orange,Average,35
17284203,10,Dollar($),No,No,No,1,3.3,Orange,Average,25
17284105,0,Dollar($),No,No,No,1,3.4,Orange,Average,34
17284302,0,Dollar($),No,No,No,1,3.4,Orange,Average,45
17284397,10,Dollar($),No,No,No,1,3.4,Orange,Average,26
17284211,0,Dollar($),No,No,No,1,3.4,Orange,Average,36
17284094,10,Dollar($),No,No,No,1,3.5,Yellow,Good,67
17284409,10,Dollar($),No,No,No,1,3.9,Yellow,Good,141
17284139,25,Dollar($),No,No,No,2,3.7,Yellow,Good,147
17284403,70,Dollar($),No,No,No,4,3.5,Yellow,Good,51
17284145,25,Dollar($),No,No,No,2,3.6,Yellow,Good,88
17284150,10,Dollar($),No,No,No,1,3.8,Yellow,Good,153
17284158,10,Dollar($),No,No,No,1,3.9,Yellow,Good,160
17284175,25,Dollar($),No,No,No,2,3.5,Yellow,Good,57
17284179,25,Dollar($),No,No,No,2,3.5,Yellow,Good,58
17284197,40,Dollar($),No,No,No,3,3.6,Yellow,Good,115
17284241,40,Dollar($),No,No,No,3,3.5,Yellow,Good,51
17284390,40,Dollar($),No,No,No,3,3.8,Yellow,Good,250
17284279,10,Dollar($),No,No,No,1,3.7,Yellow,Good,117
17284364,10,Dollar($),No,No,No,1,3.4,Orange,Average,20
16611114,20,Dollar($),No,No,No,2,3.5,Yellow,Good,25
17293281,40,Dollar($),No,No,No,3,4.5,Dark Green,Excellent,1821
17293301,10,Dollar($),No,No,No,1,4.5,Dark Green,Excellent,849
17293409,10,Dollar($),No,No,No,1,4.6,Dark Green,Excellent,917
17293163,10,Dollar($),No,No,No,1,3.9,Yellow,Good,439
17293228,10,Dollar($),No,No,No,1,3.7,Yellow,Good,289
17293880,10,Dollar($),No,No,No,1,4.3,Green,Very Good,558
17293169,10,Dollar($),No,No,No,1,4.2,Green,Very Good,613
17293186,25,Dollar($),No,No,No,2,4.0,Green,Very Good,353
17293180,25,Dollar($),No,No,No,2,4.1,Green,Very Good,387
17293205,40,Dollar($),No,No,No,3,4.3,Green,Very Good,755
17293229,10,Dollar($),No,No,No,1,4.2,Green,Very Good,800
17293897,10,Dollar($),No,No,No,1,4.1,Green,Very Good,350
17293273,40,Dollar($),No,No,No,3,4.1,Green,Very Good,464
17293870,25,Dollar($),No,No,No,2,4.2,Green,Very Good,550
17293877,10,Dollar($),No,No,No,1,4.1,Green,Very Good,543
17293890,40,Dollar($),No,No,No,3,4.1,Green,Very Good,465
17293915,10,Dollar($),No,No,No,1,4.4,Green,Very Good,546
17293422,10,Dollar($),No,No,No,1,4.4,Green,Very Good,1098
17293873,25,Dollar($),No,No,No,2,4.2,Green,Very Good,579
17294014,10,Dollar($),No,No,No,1,4.1,Green,Very Good,374
17294556,40,Dollar($),No,No,No,3,4.6,Dark Green,Excellent,717
17294607,40,Dollar($),No,No,No,3,4.9,Dark Green,Excellent,548
17294279,25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,631
17294300,10,Dollar($),No,No,No,1,3.9,Yellow,Good,372
17295215,25,Dollar($),No,No,No,2,3.9,Yellow,Good,201
17295028,40,Dollar($),No,No,No,3,3.8,Yellow,Good,332
17294642,25,Dollar($),No,No,No,2,3.5,Yellow,Good,304
17295109,40,Dollar($),No,No,No,3,4.3,Green,Very Good,368
17294441,25,Dollar($),No,No,No,2,4.1,Green,Very Good,430
17294552,25,Dollar($),No,No,No,2,4.4,Green,Very Good,433
17294565,10,Dollar($),No,No,No,1,4.0,Green,Very Good,380
17294623,25,Dollar($),No,No,No,2,4.0,Green,Very Good,456
17294712,40,Dollar($),No,No,No,3,4.2,Green,Very Good,647
17295033,40,Dollar($),No,No,No,3,4.0,Green,Very Good,360
17295069,25,Dollar($),No,No,No,2,4.0,Green,Very Good,227
17294261,25,Dollar($),No,No,No,2,3.9,Yellow,Good,290
17295115,10,Dollar($),No,No,No,1,4.1,Green,Very Good,270
17294836,25,Dollar($),No,No,No,2,4.0,Green,Very Good,326
17294850,35,Dollar($),No,No,No,3,4.3,Green,Very Good,317
17294883,10,Dollar($),No,No,No,1,4.2,Green,Very Good,300
16608864,20,Dollar($),No,No,No,2,3.2,Orange,Average,21
16604911,20,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,237
17303465,25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,879
17303642,25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,615
17303670,25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,879
17303545,70,Dollar($),No,No,No,4,3.9,Yellow,Good,379
17303655,10,Dollar($),No,No,No,1,4.3,Green,Very Good,303
17304691,70,Dollar($),No,No,No,4,4.1,Green,Very Good,538
17303478,10,Dollar($),No,No,No,1,4.2,Green,Very Good,334
17303480,25,Dollar($),No,No,No,2,4.3,Green,Very Good,555
17304733,10,Dollar($),No,No,No,1,4.4,Green,Very Good,823
17303646,25,Dollar($),No,No,No,2,4.1,Green,Very Good,550
17304929,25,Dollar($),No,No,No,2,4.4,Green,Very Good,650
17303684,10,Dollar($),No,No,No,1,4.3,Green,Very Good,410
17303772,10,Dollar($),No,No,No,1,4.4,Green,Very Good,660
17305123,25,Dollar($),No,No,No,2,4.4,Green,Very Good,360
17303787,40,Dollar($),No,No,No,3,4.0,Green,Very Good,340
17303990,25,Dollar($),No,No,No,2,4.1,Green,Very Good,393
17304741,10,Dollar($),No,No,No,1,4.3,Green,Very Good,422
17304726,40,Dollar($),No,No,No,3,4.0,Green,Very Good,435
17304486,25,Dollar($),No,No,No,2,4.0,Green,Very Good,369
17304533,40,Dollar($),No,No,No,3,4.4,Green,Very Good,487
17316233,40,Dollar($),No,No,No,3,3.7,Yellow,Good,98
17315883,40,Dollar($),No,No,No,3,4.1,Green,Very Good,365
17315995,10,Dollar($),No,No,No,1,4.1,Green,Very Good,190
17316018,40,Dollar($),No,No,No,3,4.1,Green,Very Good,429
17316038,25,Dollar($),No,No,No,2,4.4,Green,Very Good,430
17316771,25,Dollar($),No,No,No,2,4.2,Green,Very Good,186
17316201,10,Dollar($),No,No,No,1,4.2,Green,Very Good,220
17316208,10,Dollar($),No,No,No,1,4.2,Green,Very Good,347
17316389,25,Dollar($),No,No,No,2,3.8,Yellow,Good,161
17316278,25,Dollar($),No,No,No,2,4.1,Green,Very Good,160
17316744,10,Dollar($),No,No,No,1,4.9,Dark Green,Excellent,820
17316751,10,Dollar($),No,No,No,1,4.5,Dark Green,Excellent,488
17316766,25,Dollar($),No,No,No,2,3.6,Yellow,Good,253
17316743,40,Dollar($),No,No,No,3,3.8,Yellow,Good,220
17316374,25,Dollar($),No,No,No,2,4.3,Green,Very Good,485
17316381,40,Dollar($),No,No,No,3,4.3,Green,Very Good,428
17316802,25,Dollar($),No,No,No,2,4.1,Green,Very Good,294
17316416,40,Dollar($),No,No,No,3,4.0,Green,Very Good,380
17316449,25,Dollar($),No,No,No,2,4.2,Green,Very Good,259
17316603,25,Dollar($),No,No,No,2,4.7,Dark Green,Excellent,433
16659169,25,Dollar($),No,No,No,2,3.7,Yellow,Good,176
17558684,10,Dollar($),No,No,No,1,4.3,Green,Very Good,96
18366580,25,Dollar($),No,No,No,2,3.1,Orange,Average,6
17330755,10,Dollar($),No,No,No,1,3.3,Orange,Average,33
17330611,25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,489
17330609,25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,345
17330024,25,Dollar($),No,No,No,2,3.8,Yellow,Good,149
17330074,25,Dollar($),No,No,No,2,3.9,Yellow,Good,330
17330185,40,Dollar($),No,No,No,3,3.9,Yellow,Good,247
17330397,10,Dollar($),No,No,No,1,3.7,Yellow,Good,123
17330735,40,Dollar($),No,No,No,3,3.6,Yellow,Good,109
17330676,40,Dollar($),No,No,No,3,3.7,Yellow,Good,134
17330048,40,Dollar($),No,No,No,3,4.2,Green,Very Good,722
17330604,25,Dollar($),No,No,No,2,4.3,Green,Very Good,213
17330087,25,Dollar($),No,No,No,2,4.0,Green,Very Good,335
17330137,25,Dollar($),No,No,No,2,4.0,Green,Very Good,353
17330155,0,Dollar($),No,No,No,1,4.0,Green,Very Good,170
17330309,25,Dollar($),No,No,No,2,4.1,Green,Very Good,192
17330311,40,Dollar($),No,No,No,3,4.1,Green,Very Good,302
17330615,10,Dollar($),No,No,No,1,4.2,Green,Very Good,355
17330638,25,Dollar($),No,No,No,2,4.3,Green,Very Good,287
17330628,40,Dollar($),No,No,No,3,4.0,Green,Very Good,264
17330546,40,Dollar($),No,No,No,3,4.4,Green,Very Good,235
16643459,25,Dollar($),No,No,No,2,3.0,Orange,Average,6
17334434,25,Dollar($),No,No,No,2,3.7,Yellow,Good,38
17334348,10,Dollar($),No,No,No,1,4.4,Green,Very Good,122
17334213,25,Dollar($),No,No,No,2,4.4,Green,Very Good,207
17334355,10,Dollar($),No,No,No,1,3.9,Yellow,Good,66
17334212,10,Dollar($),No,No,No,1,4.9,Dark Green,Excellent,249
17333797,25,Dollar($),No,No,No,2,3.8,Yellow,Good,63
17334217,40,Dollar($),No,No,No,3,3.8,Yellow,Good,145
17334273,10,Dollar($),No,No,No,1,3.8,Yellow,Good,83
17334254,25,Dollar($),No,No,No,2,3.7,Yellow,Good,116
17333836,10,Dollar($),No,No,No,1,4.1,Green,Very Good,122
17334197,10,Dollar($),No,No,No,1,4.1,Green,Very Good,142
17333882,10,Dollar($),No,No,No,1,4.1,Green,Very Good,114
17334211,25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,214
17334390,10,Dollar($),No,No,No,1,4.3,Green,Very Good,116
17334034,25,Dollar($),No,No,No,2,4.2,Green,Very Good,111
17334414,10,Dollar($),No,No,No,1,3.7,Yellow,Good,25
17334082,10,Dollar($),No,No,No,1,4.1,Green,Very Good,128
17334364,10,Dollar($),No,No,No,1,4.3,Green,Very Good,244
17334398,10,Dollar($),No,No,No,1,4.2,Green,Very Good,112
17334219,10,Dollar($),No,No,No,1,4.1,Green,Very Good,144
17335173,25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,166
17335195,40,Dollar($),No,No,No,3,4.5,Dark Green,Excellent,208
17335225,25,Dollar($),No,No,No,2,3.9,Yellow,Good,136
17335219,10,Dollar($),No,No,No,1,4.0,Green,Very Good,85
17334965,25,Dollar($),No,No,No,2,4.1,Green,Very Good,117
17335189,25,Dollar($),No,No,No,2,3.4,Orange,Average,53
17335156,25,Dollar($),No,No,No,2,4.9,Dark Green,Excellent,474
17334717,10,Dollar($),No,No,No,1,3.9,Yellow,Good,125
17334752,70,Dollar($),No,No,No,4,3.7,Yellow,Good,201
18453427,25,Dollar($),No,No,No,2,0.0,White,Not rated,2
17793744,25,Dollar($),No,No,No,2,0.0,White,Not rated,3
17334679,0,Dollar($),No,No,No,1,4.3,Green,Very Good,167
17334718,25,Dollar($),No,No,No,2,4.0,Green,Very Good,112
17334763,25,Dollar($),No,No,No,2,4.1,Green,Very Good,256
17335158,10,Dollar($),No,No,No,1,4.3,Green,Very Good,123
17334782,25,Dollar($),No,No,No,2,4.0,Green,Very Good,199
17334846,25,Dollar($),No,No,No,2,4.1,Green,Very Good,157
17334853,25,Dollar($),No,No,No,2,4.1,Green,Very Good,100
17335168,40,Dollar($),No,No,No,3,4.2,Green,Very Good,141
17334958,25,Dollar($),No,No,No,2,4.2,Green,Very Good,197
17258496,25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,1025
17259395,25,Dollar($),No,No,No,2,4.9,Dark Green,Excellent,570
17258350,40,Dollar($),No,No,No,3,4.5,Dark Green,Excellent,674
17258136,25,Dollar($),No,No,No,2,4.1,Green,Very Good,496
17258522,25,Dollar($),No,No,No,2,4.0,Green,Very Good,411
17259958,25,Dollar($),No,No,No,2,3.2,Orange,Average,113
17258036,40,Dollar($),No,No,No,3,4.5,Dark Green,Excellent,1109
17259368,25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,728
17257684,10,Dollar($),No,No,No,1,4.4,Green,Very Good,659
17258154,40,Dollar($),No,No,No,3,4.2,Green,Very Good,370
17259340,40,Dollar($),No,No,No,3,4.3,Green,Very Good,532
17259243,25,Dollar($),No,No,No,2,4.8,Dark Green,Excellent,860
17259625,10,Dollar($),No,No,No,1,4.2,Green,Very Good,943
17259169,70,Dollar($),No,No,No,4,4.1,Green,Very Good,476
17259166,10,Dollar($),No,No,No,1,4.1,Green,Very Good,218
17259335,10,Dollar($),No,No,No,1,4.0,Green,Very Good,214
17259248,25,Dollar($),No,No,No,2,4.3,Green,Very Good,699
17258552,25,Dollar($),No,No,No,2,3.8,Yellow,Good,308
17259550,25,Dollar($),No,No,No,2,4.0,Green,Very Good,157
17259200,40,Dollar($),No,No,No,3,4.2,Green,Very Good,530
16615894,7,Dollar($),No,No,No,1,3.6,Yellow,Good,29
17342816,10,Dollar($),No,No,No,1,3.4,Orange,Average,33
17342498,25,Dollar($),No,No,No,2,3.3,Orange,Average,40
17342648,10,Dollar($),No,No,No,1,3.4,Orange,Average,153
17342781,25,Dollar($),No,No,No,2,3.3,Orange,Average,65
17342799,25,Dollar($),No,No,No,2,3.4,Orange,Average,58
17342772,25,Dollar($),No,No,No,2,3.5,Yellow,Good,100
17342771,10,Dollar($),No,No,No,1,3.6,Yellow,Good,156
17342548,0,Dollar($),No,No,No,1,3.5,Yellow,Good,74
17342556,25,Dollar($),No,No,No,2,3.6,Yellow,Good,117
17342811,40,Dollar($),No,No,No,3,3.7,Yellow,Good,83
17342576,25,Dollar($),No,No,No,2,3.6,Yellow,Good,48
17342770,40,Dollar($),No,No,No,3,3.8,Yellow,Good,198
17342585,10,Dollar($),No,No,No,1,3.5,Yellow,Good,126
17342494,10,Dollar($),No,No,No,1,3.5,Yellow,Good,119
17342594,25,Dollar($),No,No,No,2,3.6,Yellow,Good,140
17342625,40,Dollar($),No,No,No,3,3.6,Yellow,Good,159
17342652,25,Dollar($),No,No,No,2,3.6,Yellow,Good,131
17342665,10,Dollar($),No,No,No,1,3.5,Yellow,Good,60
17342810,25,Dollar($),No,No,No,2,3.7,Yellow,Good,89
17342775,70,Dollar($),No,No,No,4,3.6,Yellow,Good,72
16612028,20,Dollar($),No,No,No,2,4.1,Green,Very Good,56
17536645,10,Dollar($),No,No,No,1,3.7,Yellow,Good,83
16613507,30,Dollar($),No,No,No,3,3.5,Yellow,Good,37
16607969,20,Dollar($),No,No,No,2,3.7,Yellow,Good,29
17374405,25,Dollar($),No,No,No,2,4.4,Green,Very Good,239
17375060,10,Dollar($),No,No,No,1,4.1,Green,Very Good,235
17375164,25,Dollar($),No,No,No,2,3.8,Yellow,Good,88
17374552,40,Dollar($),No,No,No,3,3.9,Yellow,Good,209
17375078,10,Dollar($),No,No,No,1,3.9,Yellow,Good,133
17375049,10,Dollar($),No,No,No,1,4.4,Green,Very Good,267
17375077,25,Dollar($),No,No,No,2,4.1,Green,Very Good,171
17375141,25,Dollar($),No,No,No,2,3.8,Yellow,Good,107
17375198,40,Dollar($),No,No,No,3,4.3,Green,Very Good,164
17375180,10,Dollar($),No,No,No,1,4.1,Green,Very Good,182
17375072,25,Dollar($),No,No,No,2,4.9,Dark Green,Excellent,681
17375047,10,Dollar($),No,No,No,1,4.6,Dark Green,Excellent,357
17375074,25,Dollar($),No,No,No,2,3.8,Yellow,Good,89
17374921,25,Dollar($),No,No,No,2,4.2,Green,Very Good,350
17374819,10,Dollar($),No,No,No,1,4.3,Green,Very Good,298
17375089,25,Dollar($),No,No,No,2,4.2,Green,Very Good,319
17375214,40,Dollar($),No,No,No,3,3.8,Yellow,Good,114
17374951,10,Dollar($),No,No,No,1,3.9,Yellow,Good,136
17374978,25,Dollar($),No,No,No,2,2.2,Red,Poor,108
17375104,10,Dollar($),No,No,No,1,4.0,Green,Very Good,161
16604358,20,Dollar($),No,No,No,2,3.8,Yellow,Good,192
16604896,7,Dollar($),No,No,No,1,3.8,Yellow,Good,93
16612550,20,Dollar($),No,No,No,2,4.1,Green,Very Good,40
16606299,7,Dollar($),No,No,No,1,3.7,Yellow,Good,100
16605794,7,Dollar($),No,No,No,1,3.8,Yellow,Good,97
17557488,10,Dollar($),No,No,No,1,3.6,Yellow,Good,41
17452342,25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,799
16611498,20,Dollar($),No,No,No,2,3.6,Yellow,Good,18
17842104,20,Dollar($),No,No,No,2,3.5,Yellow,Good,31
17501291,25,Dollar($),No,No,No,2,3.9,Yellow,Good,146
17500759,10,Dollar($),No,No,No,1,4.9,Dark Green,Excellent,478
17500767,25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,467
17500819,25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,302
17500911,25,Dollar($),No,No,No,2,4.5,Dark Green,Excellent,289
17501439,40,Dollar($),No,No,No,3,3.8,Yellow,Good,102
17501279,40,Dollar($),No,No,No,3,4.1,Green,Very Good,293
17500695,70,Dollar($),No,No,No,4,4.0,Green,Very Good,195
17501298,10,Dollar($),No,No,No,1,4.3,Green,Very Good,244
17500847,70,Dollar($),No,No,No,4,4.2,Green,Very Good,379
17500872,10,Dollar($),No,No,No,1,4.2,Green,Very Good,223
17501315,25,Dollar($),No,No,No,2,3.7,Yellow,Good,243
17501201,25,Dollar($),No,No,No,2,3.7,Yellow,Good,104
17501247,10,Dollar($),No,No,No,1,3.7,Yellow,Good,153
17501281,25,Dollar($),No,No,No,2,3.8,Yellow,Good,323
17501143,10,Dollar($),No,No,No,1,4.1,Green,Very Good,181
17501292,25,Dollar($),No,No,No,2,4.0,Green,Very Good,316
17501308,25,Dollar($),No,No,No,2,4.2,Green,Very Good,288
17501301,10,Dollar($),No,No,No,1,4.0,Green,Very Good,232
17501268,40,Dollar($),No,No,No,3,4.1,Green,Very Good,314
16611701,20,Dollar($),No,No,No,2,2.9,Orange,Average,11
17482142,10,Dollar($),No,No,No,1,2.4,Red,Poor,17
16609169,30,Dollar($),No,No,No,3,3.8,Yellow,Good,176
17606621,0,Dollar($),No,No,No,1,3.4,Orange,Average,11
17687832,25,Dollar($),No,No,No,2,3.6,Yellow,Good,65
16613059,30,Dollar($),No,No,No,3,2.4,Red,Poor,193
17534788,40,Dollar($),No,No,No,3,3.6,Yellow,Good,30
17061237,40,Dollar($),No,No,No,3,4.4,Green,Very Good,981
17057397,45,Dollar($),No,No,No,3,4.5,Dark Green,Excellent,1151
17058534,35,Dollar($),No,No,No,3,4.7,Dark Green,Excellent,1341
17060320,50,Dollar($),No,No,No,4,4.3,Green,Very Good,782
17057925,40,Dollar($),No,No,No,3,4.6,Dark Green,Excellent,1293
17060869,100,Dollar($),No,No,No,4,4.6,Dark Green,Excellent,2324
17057591,45,Dollar($),No,No,No,3,4.3,Green,Very Good,910
17059541,50,Dollar($),No,No,No,4,4.4,Green,Very Good,886
17064266,35,Dollar($),No,No,No,3,4.6,Dark Green,Excellent,1293
17064405,10,Dollar($),No,No,No,1,4.4,Green,Very Good,570
17060516,60,Dollar($),No,No,No,4,4.4,Green,Very Good,1685
17059012,40,Dollar($),No,No,No,3,4.8,Dark Green,Excellent,1699
17061296,25,Dollar($),No,No,No,2,4.9,Dark Green,Excellent,1457
17061205,35,Dollar($),No,No,No,3,4.9,Dark Green,Excellent,1252
17064031,25,Dollar($),No,No,No,2,4.7,Dark Green,Excellent,1412
17066603,25,Dollar($),No,No,No,2,3.6,Yellow,Good,432
17057797,40,Dollar($),No,No,No,3,4.2,Green,Very Good,568
17061253,25,Dollar($),No,No,No,2,4.4,Green,Very Good,797
17059060,40,Dollar($),No,No,No,3,4.4,Green,Very Good,1158
17061231,40,Dollar($),No,No,No,3,4.4,Green,Very Good,1998
16613649,30,Dollar($),No,No,No,3,4.4,Green,Very Good,381
18255631,120,Dollar($),No,No,No,4,2.6,Orange,Average,16
16608483,20,Dollar($),No,No,No,2,3.4,Orange,Average,19
17580453,25,Dollar($),No,No,No,2,4.2,Green,Very Good,635
17580142,40,Dollar($),No,No,No,3,4.9,Dark Green,Excellent,2238
17580160,10,Dollar($),No,No,No,1,4.6,Dark Green,Excellent,792
17580349,10,Dollar($),No,No,No,1,4.5,Dark Green,Excellent,828
17580412,40,Dollar($),No,No,No,3,3.7,Yellow,Good,292
17580590,25,Dollar($),No,No,No,2,3.9,Yellow,Good,502
17580704,25,Dollar($),No,No,No,2,3.7,Yellow,Good,559
17579928,25,Dollar($),No,No,No,2,4.2,Green,Very Good,1268
17579992,40,Dollar($),No,No,No,3,4.1,Green,Very Good,669
17580030,40,Dollar($),No,No,No,3,4.4,Green,Very Good,900
17580074,25,Dollar($),No,No,No,2,4.3,Green,Very Good,765
17580020,40,Dollar($),No,No,No,3,4.0,Green,Very Good,1270
17580350,25,Dollar($),No,No,No,2,4.1,Green,Very Good,502
17580408,40,Dollar($),No,No,No,3,3.9,Yellow,Good,724
17579653,40,Dollar($),No,No,No,3,3.5,Yellow,Good,479
17580476,25,Dollar($),No,No,No,2,4.2,Green,Very Good,591
17580422,40,Dollar($),No,No,No,3,4.4,Green,Very Good,1408
17580539,40,Dollar($),No,No,No,3,4.3,Green,Very Good,905
